,n,scheduler,st_1,st_2,st_3,wt_1,wt_2,wt_3,tat_1,tat_2,tat_3
818,409001,rr,0.8,3.9,6.1,66099.9,972.3,963.2,246223.1,1308.8,1314.3
819,409001,fcfs,0.9,46629.7,48177.2,0.9,46629.7,48177.2,46623.0,48176.2,49893.4
820,410001,rr,0.7,4.1,6.4,108732.000001,837.6,882.1,388176.8,1140.3,1129.1
821,410001,fcfs,1.0,55919.8,57625.1,1.0,55919.8,57625.1,55912.1,57624.1,59181.0
822,411001,rr,0.8,4.3,6.5,105206.800001,844.3,832.0,376873.6,1122.0,1127.8
823,411001,fcfs,0.9,39821.9,41162.3,0.9,39821.9,41162.3,39810.5,41160.2,42184.8
824,412001,rr,1.1,5.9,8.2,118633.5,889.0,949.1,393994.3,1229.4,1227.1
825,412001,fcfs,0.8,57367.3,58980.4,0.8,57367.3,58980.4,57359.9,58968.4,60863.3
826,413001,rr,0.8,4.3,6.6,81755.1,772.7,874.9,296321.0,1117.9,1115.2
827,413001,fcfs,0.9,46633.2,48022.6,0.9,46633.2,48022.6,46625.6,48021.5,49848.2
828,414001,rr,0.8,4.1,6.4,69434.9,620.6,678.4,266988.6,955.9,947.7
829,414001,fcfs,1.0,33108.8,34961.7,1.0,33108.8,34961.7,33102.1,34960.8,36478.6
830,415001,rr,0.8,4.2,6.4,81451.9,711.2,755.4,300032.9,1003.6,1069.3
831,415001,fcfs,0.9,44407.1,46106.2,0.9,44407.1,46106.2,44400.0,46105.2,47793.7
832,416001,rr,0.9,4.4,6.6,74702.5,714.7,1266.4,275609.6,988.1,1793.1
833,416001,fcfs,0.8,47299.1,48524.8,0.8,47299.1,48524.8,47291.8,48523.3,49566.9
834,417001,rr,1.0,5.1,7.2,106936.3,705.9,796.4,379370.3,883.5,1033.3
835,417001,fcfs,0.9,52784.1,54562.3,0.9,52784.1,54562.3,52777.5,54561.2,56264.3
836,418001,rr,0.8,4.2,6.4,77146.2,686.9,809.0,290404.3,1047.7,1038.2
837,418001,fcfs,1.2,43434.7,46303.1,1.2,43434.7,46303.1,43427.4,46299.9,47681.1
838,419001,rr,0.9,4.6,19.5,83787.5,884.6,1193.3,299616.1,1124.2,1634.1
839,419001,fcfs,0.9,50606.4,52033.2,0.9,50606.4,52033.2,50603.3,52032.4,53868.3
840,420001,rr,1.1,4.4,6.6,61832.4,779.1,842.7,231491.0,992.4,1148.6
841,420001,fcfs,0.9,51755.3,53153.1,0.9,51755.3,53153.1,51751.0,53151.8,55062.5
842,421001,rr,0.8,4.2,6.5,83243.0,830.7,843.0,317275.0,1101.7,1097.5
843,421001,fcfs,0.7,53915.2,55155.4,0.7,53915.2,55155.4,53911.7,55154.3,56649.7
844,422001,rr,1.2,6.9,8.9,72691.8,986.6,984.0,280052.0,1265.8,1280.6
845,422001,fcfs,0.7,43958.9,45623.1,0.7,43958.9,45623.1,43952.0,45622.0,47220.9
846,423001,rr,0.9,4.2,6.4,135654.800001,835.8,849.0,455485.0,1106.9,1104.5
847,423001,fcfs,2.5,55060.5,56268.8,2.5,55060.5,56268.8,55055.3,56267.8,58028.2
848,424001,rr,0.8,4.0,6.2,133703.600001,728.4,754.5,489937.6,950.0,1037.1
849,424001,fcfs,0.9,50545.1,52140.0,0.9,50545.1,52140.0,50539.8,52138.9,53495.7
850,425001,rr,0.9,4.7,6.9,109826.0,734.6,1325.6,375189.4,1060.0,1828.3
851,425001,fcfs,0.8,50711.1,52273.4,0.8,50711.1,52273.4,50702.7,52271.0,53713.7
852,426001,rr,0.7,4.1,6.4,99571.500001,1099.8,905.5,379072.0,1728.4,1172.0
853,426001,fcfs,0.8,52398.6,54220.2,0.8,52398.6,54220.2,52391.9,54219.3,55708.3
854,427001,rr,1.2,5.3,7.4,75177.1,831.1,849.3,263365.9,1061.0,1226.2
855,427001,fcfs,0.9,55915.3,57353.2,0.9,55915.3,57353.2,55906.8,57351.6,58778.3
856,428001,rr,0.8,4.5,6.8,80149.000001,965.9,976.4,299696.5,1250.9,1255.0
857,428001,fcfs,0.8,52663.0,54502.8,0.8,52663.0,54502.8,52656.7,54501.3,55853.8
858,429001,rr,0.8,4.1,6.3,91065.8,855.0,849.2,326786.2,1069.5,1192.7
859,429001,fcfs,0.8,60660.4,62012.3,0.8,60660.4,62012.3,60653.2,62011.2,63274.5
860,430001,rr,1.1,5.5,7.5,83435.3,2973.6,3021.9,302002.8,3852.8,3864.7
861,430001,fcfs,0.8,30862.8,32748.7,0.8,30862.8,32748.7,30855.7,32747.4,34450.1
862,431001,rr,0.8,4.3,6.5,77655.1,918.1,825.5,294282.3,1229.2,1219.9
863,431001,fcfs,0.8,53100.9,54704.7,0.8,53100.9,54704.7,53093.5,54703.2,56402.6
864,432001,rr,0.8,4.0,6.2,123962.7,702.6,701.7,439587.0,920.5,926.1
865,432001,fcfs,0.8,55176.2,56520.6,0.8,55176.2,56520.6,55169.6,56519.6,57982.0
866,433001,rr,0.8,4.3,6.5,91345.6,1009.6,985.5,331833.6,1404.2,1265.0
867,433001,fcfs,0.9,58390.2,59682.4,0.9,58390.2,59682.4,58386.6,59681.5,61080.8
868,434001,rr,0.8,4.1,6.3,60500.4,928.1,890.1,227694.7,1233.1,1243.7
869,434001,fcfs,1.1,33316.9,34858.3,1.1,33316.9,34858.3,33309.9,34857.4,36460.5
870,435001,rr,1.0,5.3,7.3,111897.100001,3457.4,3461.8,360575.8,4378.6,4382.5
871,435001,fcfs,0.8,52471.4,54409.2,0.8,52471.4,54409.2,52464.0,54408.3,56577.1
872,436001,rr,1.4,5.8,7.9,130117.4,2015.0,948.1,421330.6,2784.0,1291.3
873,436001,fcfs,0.8,44369.5,45800.6,0.8,44369.5,45800.6,44361.8,45799.6,47359.8
874,437001,rr,0.8,4.3,6.5,94888.1,832.6,887.1,343541.7,1165.3,1172.2
875,437001,fcfs,0.8,63267.3,64767.6,0.8,63267.3,64767.6,63258.2,64766.7,66319.6
876,438001,rr,0.8,4.1,6.3,157346.300001,828.7,907.2,541480.7,1152.0,1152.6
877,438001,fcfs,0.8,58971.2,60912.5,0.8,58971.2,60912.5,58964.6,60911.6,62543.4
878,439001,rr,0.8,4.2,6.5,121221.600001,636.6,1440.3,445620.4,854.0,2044.7
879,439001,fcfs,0.9,42996.5,44684.3,0.9,42996.5,44684.3,42990.4,44683.3,45929.8
880,440001,rr,0.8,3.9,6.2,136294.000001,807.7,943.9,479755.6,1081.0,1234.6
881,440001,fcfs,0.8,41406.3,43190.5,0.8,41406.3,43190.5,41399.5,43189.1,44746.7
882,441001,rr,0.8,4.2,6.4,72871.9,630.9,690.0,272379.5,899.0,896.3
883,441001,fcfs,1.0,36446.5,38130.2,1.0,36446.5,38130.2,36439.7,38129.3,39776.7
884,442001,rr,0.9,4.8,7.2,99685.600001,843.8,794.0,358372.4,1097.9,1106.4
885,442001,fcfs,0.9,61130.4,62881.7,0.9,61130.4,62881.7,61124.1,62880.9,64539.9
886,443001,rr,1.1,5.3,7.4,90422.400001,1289.6,830.8,340376.7,1756.9,1063.2
887,443001,fcfs,0.8,39808.3,41226.3,0.8,39808.3,41226.3,39798.9,41224.4,42733.3
888,444001,rr,0.8,4.1,6.3,122547.600001,922.6,828.6,433148.8,1177.1,1172.4
889,444001,fcfs,1.1,54849.3,56637.1,1.1,54849.3,56637.1,54839.3,56635.0,58316.9
890,445001,rr,1.0,5.5,7.5,77734.2,768.4,735.2,293968.6,1005.8,1033.4
891,445001,fcfs,0.8,38057.8,39477.9,0.8,38057.8,39477.9,38054.0,39476.9,41205.7
892,446001,rr,1.2,5.6,7.9,151307.700001,1046.3,1011.9,550273.6,1380.5,1284.9
893,446001,fcfs,1.2,60754.8,62066.8,1.2,60754.8,62066.8,60745.7,62065.4,63586.6
894,447001,rr,0.8,4.3,6.5,113089.4,898.0,894.5,407489.3,1153.6,1157.9
895,447001,fcfs,0.8,66102.8,67441.4,0.8,66102.8,67441.4,66095.7,67440.4,68881.0
896,448001,rr,1.1,5.3,7.7,128035.000001,976.7,1400.5,463031.3,1296.3,1987.9
897,448001,fcfs,0.8,52685.3,54051.5,0.8,52685.3,54051.5,52677.7,54049.3,55390.0
898,449001,rr,0.8,4.3,6.5,65218.9,840.0,910.0,246519.6,1196.2,1209.8
899,449001,fcfs,0.9,50621.0,52371.0,0.9,50621.0,52371.0,50614.6,52370.0,53919.4
900,450001,rr,0.9,4.4,6.7,183163.300002,839.3,822.6,661509.5,1066.2,1060.7
901,450001,fcfs,0.8,58808.9,60586.7,0.8,58808.9,60586.7,58801.0,60585.9,62358.8
902,451001,rr,0.8,4.4,6.7,94599.200001,1036.1,890.3,342794.9,1369.9,1367.5
903,451001,fcfs,0.9,31117.5,33085.4,0.9,31117.5,33085.4,31110.5,33084.2,34509.4
904,452001,rr,0.7,4.1,6.4,112358.4,733.8,934.4,405864.2,1037.3,1240.9
905,452001,fcfs,0.8,48484.5,49892.7,0.8,48484.5,49892.7,48473.9,49890.3,51411.3
906,453001,rr,0.8,4.5,6.6,114463.4,821.9,884.0,401656.8,1281.6,1282.1
907,453001,fcfs,0.8,49550.2,51013.2,0.8,49550.2,51013.2,49544.2,51012.0,52932.1
908,454001,rr,0.9,4.1,6.4,179295.600002,858.7,679.6,634660.4,1182.1,942.5
909,454001,fcfs,0.8,54610.0,56357.1,0.8,54610.0,56357.1,54603.7,56356.1,58191.5
910,455001,rr,0.8,4.1,6.2,87500.4,954.4,642.1,302062.4,1259.1,923.2
911,455001,fcfs,1.0,60958.1,62336.1,1.0,60958.1,62336.1,60952.1,62335.0,63770.5
912,456001,rr,1.1,5.3,7.8,91301.000001,1009.5,1058.8,351544.4,1417.6,1395.1
913,456001,fcfs,0.8,64202.9,66094.8,0.8,64202.9,66094.8,64196.0,66093.8,68026.6
914,457001,rr,0.9,4.3,6.5,111007.900001,1189.7,1245.0,384785.5,1590.5,1603.0
915,457001,fcfs,0.8,48071.5,49764.0,0.8,48071.5,49764.0,48064.1,49763.2,51381.7
916,458001,rr,0.8,4.0,6.2,115121.4,820.1,839.4,397822.6,1124.6,1107.4
917,458001,fcfs,0.8,42807.3,44421.4,0.8,42807.3,44421.4,42804.3,44420.5,46150.1
918,459001,rr,0.8,4.2,6.5,67144.0,800.9,803.3,252121.2,1034.5,1058.4
919,459001,fcfs,1.1,44107.5,46092.0,1.1,44107.5,46092.0,44100.8,46091.2,48587.4
920,460001,rr,0.9,4.5,6.7,110227.9,851.5,1180.7,388151.4,1095.4,1617.5
921,460001,fcfs,0.9,47493.9,49074.0,0.9,47493.9,49074.0,47486.8,49072.2,50242.4
922,461001,rr,0.9,4.2,6.4,75391.1,773.2,828.8,275304.9,1003.8,1157.9
923,461001,fcfs,0.9,41349.9,43151.3,0.9,41349.9,43151.3,41343.5,43149.5,44383.7
924,462001,rr,0.9,4.0,6.3,158527.200002,1085.2,1097.4,597562.9,1465.0,1445.2
925,462001,fcfs,0.7,42413.1,44149.1,0.7,42413.1,44149.1,42405.8,44148.3,45651.3
926,463001,rr,1.2,5.4,7.6,100400.300001,858.4,851.8,373461.3,1135.2,1132.0
927,463001,fcfs,0.8,48766.7,50044.9,0.8,48766.7,50044.9,48759.7,50043.9,51601.1
928,464001,rr,0.8,4.0,6.2,79982.4,784.6,886.5,289782.2,1183.1,1183.6
929,464001,fcfs,0.9,53384.0,55183.4,0.9,53384.0,55183.4,53377.6,55182.4,56812.7
930,465001,rr,0.8,4.3,6.5,118709.5,829.1,816.6,414297.6,1213.7,1214.4
931,465001,fcfs,1.3,61760.8,63057.8,1.3,61760.8,63057.8,61753.5,62987.3,64424.9
932,466001,rr,0.9,5.2,7.4,60634.6,673.3,908.0,231020.4,1168.4,1176.0
933,466001,fcfs,0.9,60357.2,62255.5,0.9,60357.2,62255.5,60350.5,62254.5,64130.9
934,467001,rr,0.8,4.0,6.2,120714.800001,809.5,786.2,435707.5,1042.5,1043.0
935,467001,fcfs,0.8,69052.9,70457.4,0.8,69052.9,70457.4,69046.2,70456.5,72043.4
936,468001,rr,1.9,5.1,7.3,99759.6,668.4,816.8,347704.4,913.9,1087.7
937,468001,fcfs,0.8,42480.2,44331.8,0.8,42480.2,44331.8,42473.4,44316.4,45756.9
938,469001,rr,0.8,4.2,6.4,107641.000001,861.0,968.6,408306.3,1133.0,1290.2
939,469001,fcfs,0.9,37087.7,38598.8,0.9,37087.7,38598.8,37080.9,38596.8,40127.2
940,470001,rr,0.8,4.1,6.3,76771.8,853.6,922.0,287293.4,1165.7,1174.3
941,470001,fcfs,0.9,51098.8,52780.4,0.9,51098.8,52780.4,51091.3,52779.7,54488.6
942,471001,rr,1.1,5.3,7.5,101765.0,1430.5,721.1,341715.2,1850.4,1647.2
943,471001,fcfs,0.8,62563.6,64212.2,0.8,62563.6,64212.2,62556.2,64209.9,65663.0
944,472001,rr,0.7,4.4,6.6,21754.7,871.6,851.8,86054.6,1142.8,1125.7
945,472001,fcfs,1.1,51951.7,53705.2,1.1,51951.7,53705.2,51944.1,53704.3,55678.7
946,473001,rr,1.0,4.4,6.6,120429.900001,836.4,792.5,436331.2,1179.7,1183.6
947,473001,fcfs,1.0,43221.3,44924.1,1.0,43221.3,44924.1,43214.8,44923.0,46864.6
948,474001,rr,0.8,4.1,6.3,81585.5,722.8,860.5,299084.7,1118.7,1123.8
949,474001,fcfs,0.9,47453.3,49209.7,0.9,47453.3,49209.7,47447.1,49208.8,51146.3
950,475001,rr,1.0,5.1,7.1,70428.2,837.7,869.2,268920.8,1102.8,1103.4
951,475001,fcfs,1.0,64328.9,65738.3,1.0,64328.9,65738.3,64317.6,65736.8,67503.9
952,476001,rr,0.8,4.4,6.6,112831.600001,1005.6,1006.1,412915.6,1287.5,1274.9
953,476001,fcfs,0.9,43279.7,44413.6,0.9,43279.7,44413.6,43272.8,44411.9,45625.2
954,477001,rr,0.8,4.1,6.3,145162.400001,745.8,949.7,541161.3,1142.4,1335.3
955,477001,fcfs,1.2,50972.4,52702.1,1.2,50972.4,52702.1,50965.9,52701.2,54552.2
956,478001,rr,1.0,5.1,7.2,89407.500001,797.0,791.6,341118.5,1018.6,1026.1
957,478001,fcfs,1.0,50357.5,51830.5,1.0,50357.5,51830.5,50348.7,51828.4,53755.2
958,479001,rr,0.8,4.1,6.4,98230.7,829.5,829.6,352518.7,1071.5,1066.0
959,479001,fcfs,0.8,40273.1,41806.5,0.8,40273.1,41806.5,40269.9,41805.8,43104.6
960,480001,rr,0.8,4.2,6.5,81688.4,707.1,991.4,302144.9,924.1,1439.7
961,480001,fcfs,0.8,72430.4,73795.5,0.8,72430.4,73795.5,72424.0,73794.4,75692.2
962,481001,rr,0.9,4.3,6.5,103248.000001,1077.3,904.5,382759.0,1445.4,1174.7
963,481001,fcfs,0.8,42902.8,44665.5,0.8,42902.8,44665.5,42895.2,44664.6,46148.7
964,482001,rr,0.9,5.1,7.4,167153.600001,722.9,715.4,589717.6,989.7,938.3
965,482001,fcfs,0.9,60360.5,61737.8,0.9,60360.5,61737.8,60353.2,61736.6,63564.1
966,483001,rr,0.8,4.1,6.3,92884.7,968.0,953.2,342784.6,1247.6,1238.3
967,483001,fcfs,0.8,45779.1,46991.6,0.8,45779.1,46991.6,45775.0,46990.3,48627.1
968,484001,rr,1.1,5.5,7.9,176812.600001,633.0,1298.2,648090.3,938.9,1905.5
969,484001,fcfs,0.8,51446.2,53018.9,0.8,51446.2,53018.9,51439.9,53017.8,54836.1
970,485001,rr,0.8,4.1,6.3,80657.2,874.1,701.9,293258.1,1196.7,990.6
971,485001,fcfs,0.8,47051.3,48725.3,0.8,47051.3,48725.3,47044.7,48724.3,50388.9
972,486001,rr,0.8,4.1,6.3,110879.000001,793.4,765.5,408819.2,1022.5,1016.7
973,486001,fcfs,0.7,38296.0,40283.3,0.7,38296.0,40283.3,38293.0,40282.4,41802.8
974,487001,rr,1.3,6.0,8.7,112229.700001,2355.7,1920.6,393883.2,3079.0,2585.3
975,487001,fcfs,1.0,37100.4,38906.1,1.0,37100.4,38906.1,37094.4,38905.0,40646.5
976,488001,rr,0.8,4.4,6.6,64038.8,840.1,789.1,244744.6,1124.3,1116.4
977,488001,fcfs,1.3,52189.7,53922.9,1.3,52189.7,53922.9,52183.6,53921.5,55760.1
978,489001,rr,1.2,5.3,7.4,74158.7,1165.6,1081.8,283516.6,1607.6,1452.1
979,489001,fcfs,0.9,59045.5,61031.5,0.9,59045.5,61031.5,59037.8,61017.2,62299.7
980,490001,rr,0.9,5.0,7.2,89181.7,1797.8,1770.1,325535.4,2296.6,2281.3
981,490001,fcfs,0.9,72996.5,74377.5,0.9,72996.5,74377.5,72987.1,74376.3,76112.7
982,491001,rr,1.0,4.9,7.1,189463.400001,767.0,970.3,670949.4,1024.3,1329.8
983,491001,fcfs,0.8,53647.3,55152.5,0.8,53647.3,55152.5,53639.9,55151.5,56829.5
984,492001,rr,0.9,4.1,6.3,95888.4,932.9,1061.4,342797.2,1174.4,1374.3
985,492001,fcfs,0.7,57177.8,58656.8,0.7,57177.8,58656.8,57170.7,58654.7,60479.9
986,493001,rr,0.8,4.1,6.3,97118.700001,747.6,1151.3,367256.1,1038.8,1673.3
987,493001,fcfs,0.8,46469.5,47896.3,0.8,46469.5,47896.3,46462.9,47894.2,50008.8
988,494001,rr,0.9,4.3,6.5,142344.200001,930.7,970.7,532907.9,1278.0,1278.5
989,494001,fcfs,1.4,53615.5,55594.3,1.4,53615.5,55594.3,53607.7,55592.7,57309.5
990,495001,rr,0.8,4.0,6.3,116473.800001,921.1,916.6,424589.5,1198.1,1247.5
991,495001,fcfs,1.1,54611.7,55983.2,1.1,54611.7,55983.2,54604.7,55981.6,57417.0
992,496001,rr,1.1,5.2,7.4,123710.900001,1161.1,1133.2,453473.0,1670.0,1552.9
993,496001,fcfs,0.8,59002.0,60791.1,0.8,59002.0,60791.1,58993.1,60789.9,62136.9
994,497001,rr,0.9,4.1,6.3,162875.600001,815.9,1062.6,586619.7,1085.1,1500.9
995,497001,fcfs,0.7,59432.3,60869.0,0.7,59432.3,60869.0,59429.2,60868.0,62846.3
996,498001,rr,0.9,4.4,6.6,97545.000001,722.0,783.7,368605.7,1006.3,1015.9
997,498001,fcfs,0.9,40964.2,42415.5,0.9,40964.2,42415.5,40956.7,42414.2,43760.3
998,499001,rr,0.8,4.8,7.4,90245.8,991.5,1021.1,324366.5,1308.9,1334.0
999,499001,fcfs,0.8,34485.3,35655.7,0.8,34485.3,35655.7,34477.3,35654.4,37607.2
1000,500001,rr,0.8,4.0,6.2,91516.4,1106.4,893.0,343917.4,1521.9,1204.5
1001,500001,fcfs,0.7,41628.3,43276.8,0.7,41628.3,43276.8,41625.2,43275.9,45082.6
1002,501001,rr,1.2,5.5,8.0,95902.1,1364.0,1120.9,358470.0,1759.1,1647.7
1003,501001,fcfs,1.1,50348.5,52144.9,1.1,50348.5,52144.9,50342.5,52144.0,54129.3
1004,502001,rr,1.4,5.8,8.9,76010.6,1243.2,1220.8,289616.9,1598.5,1595.9
1005,502001,fcfs,0.8,61149.1,62562.4,0.8,61149.1,62562.4,61142.2,62561.3,64171.8
1006,503001,rr,1.2,5.2,7.8,106367.1,1245.5,1821.0,374332.6,1695.2,2464.7
1007,503001,fcfs,0.9,42907.9,44759.7,0.9,42907.9,44759.7,42904.7,44758.9,46510.5
1008,504001,rr,0.8,4.2,6.4,90459.8,713.3,731.1,328531.4,915.8,1001.6
1009,504001,fcfs,0.7,61100.0,62471.3,0.7,61100.0,62471.3,61093.7,62470.3,63826.1
1010,505001,rr,1.1,5.3,7.4,126884.800001,932.2,864.1,469725.9,1186.5,1163.1
1011,505001,fcfs,1.0,46462.0,48172.4,1.0,46462.0,48172.4,46453.9,48171.4,49719.9
1012,506001,rr,1.3,5.8,7.9,105889.6,13925.0,13958.5,334382.3,17728.1,17923.3
1013,506001,fcfs,0.7,62197.2,63971.6,0.7,62197.2,63971.6,62189.9,63970.6,65654.8
1014,507001,rr,0.9,5.0,7.3,126058.800001,853.7,771.5,472857.1,1128.6,1119.5
1015,507001,fcfs,0.8,66489.6,67895.9,0.8,66489.6,67895.9,66483.1,67894.7,69459.8
1016,508001,rr,0.8,4.2,6.4,145168.2,900.9,882.0,474269.0,1172.5,1174.1
1017,508001,fcfs,0.8,72330.9,74168.3,0.8,72330.9,74168.3,72323.1,74166.9,75853.4
1018,509001,rr,1.1,5.3,7.4,62951.7,877.9,741.8,235047.5,1413.8,973.7
1019,509001,fcfs,0.8,49856.6,51146.9,0.8,49856.6,51146.9,49849.6,51145.9,52762.0
1020,510001,rr,1.0,5.6,7.6,130324.700001,850.1,865.9,471468.6,1150.6,1148.0
1021,510001,fcfs,1.0,62047.4,63501.0,1.0,62047.4,63501.0,62040.7,63500.0,65141.0
1022,511001,rr,0.8,4.1,6.3,159191.300001,851.5,857.7,567714.8,1094.5,1092.4
1023,511001,fcfs,1.0,55842.8,57637.1,1.0,55842.8,57637.1,55837.6,57636.3,59678.2
1024,512001,rr,1.0,4.7,6.8,74608.3,719.0,832.7,275159.0,1049.6,1047.3
1025,512001,fcfs,0.7,59801.0,61526.7,0.7,59801.0,61526.7,59794.9,61525.4,62948.4
1026,513001,rr,0.9,4.2,6.4,70227.6,907.2,910.2,262633.0,1197.8,1195.6
1027,513001,fcfs,1.0,55975.0,57207.9,1.0,55975.0,57207.9,55968.9,57206.6,58592.8
1028,514001,rr,0.9,5.0,7.2,144708.200001,823.0,716.0,523210.6,1133.4,1126.4
1029,514001,fcfs,1.0,42673.9,44401.3,1.0,42673.9,44401.3,42670.3,44400.2,46044.5
1030,515001,rr,0.9,4.4,6.6,137031.500001,723.9,778.6,496985.2,1086.5,1079.7
1031,515001,fcfs,1.2,43984.6,45405.0,1.2,43984.6,45405.0,43978.6,45403.8,46776.6
1032,516001,rr,0.8,4.0,6.2,119913.300001,828.4,836.0,444905.5,1123.6,1116.4
1033,516001,fcfs,0.9,69862.2,71266.0,0.9,69862.2,71266.0,69856.0,71264.9,72912.6
1034,517001,rr,0.9,4.3,6.6,119591.300001,687.3,782.2,443835.9,993.1,998.8
1035,517001,fcfs,0.8,53179.2,55072.6,0.8,53179.2,55072.6,53172.4,55071.8,57079.9
1036,518001,rr,1.0,5.3,7.3,113018.300001,17758.1,17493.0,394902.6,22933.3,22939.2
1037,518001,fcfs,1.1,45560.0,50780.5,1.1,45560.0,50780.5,45551.3,50778.4,52344.0
1038,519001,rr,0.8,4.3,6.5,105092.600001,779.5,725.8,373313.4,1008.4,1013.8
1039,519001,fcfs,0.8,48394.2,50161.2,0.8,48394.2,50161.2,48387.3,50159.9,51830.9
1040,520001,rr,0.9,4.5,6.7,103951.300001,772.4,970.6,392824.7,1067.6,1289.9
1041,520001,fcfs,1.0,64251.5,65446.9,1.0,64251.5,65446.9,64245.5,65445.6,66989.5
1042,521001,rr,1.2,5.2,7.2,156032.800001,817.3,850.2,547697.8,1150.3,1117.6
1043,521001,fcfs,0.6,53363.4,55075.0,0.6,53363.4,55075.0,53356.2,55073.1,56411.4
1044,522001,rr,0.8,4.1,6.3,136752.800001,863.4,889.2,482560.2,1193.8,1189.8
1045,522001,fcfs,0.8,67074.6,68808.1,0.8,67074.6,68808.1,67070.6,68807.3,70369.3
1046,523001,rr,1.0,6.2,8.6,116795.600001,835.7,839.4,444062.0,1107.5,1092.2
1047,523001,fcfs,1.3,59674.2,61490.5,1.3,59674.2,61490.5,59667.1,61488.6,63053.1
1048,524001,rr,0.8,4.2,6.4,110810.8,1421.7,826.5,375436.4,1973.1,1085.6
1049,524001,fcfs,0.9,112266.9,113384.7,0.9,112266.9,113384.7,112260.7,113383.9,114545.2
1050,525001,rr,1.0,5.3,7.6,170787.800002,1097.7,1026.6,640141.9,1441.6,1436.1
1051,525001,fcfs,0.8,56344.7,57768.1,0.8,56344.7,57768.1,56337.8,57767.1,59859.5
1052,526001,rr,1.1,5.1,7.2,110312.7,815.1,845.5,389213.2,1149.8,1153.6
1053,526001,fcfs,0.8,64612.2,66004.8,0.8,64612.2,66004.8,64605.4,66003.6,68112.6
1054,527001,rr,0.8,4.3,6.5,113630.7,852.5,794.9,398864.6,1125.9,1112.9
1055,527001,fcfs,0.8,58890.2,60586.6,0.8,58890.2,60586.6,58884.7,60585.6,62262.7
1056,528001,rr,1.2,5.8,8.2,116307.7,767.3,1265.3,407595.0,1033.7,1718.4
1057,528001,fcfs,0.9,57760.5,59486.0,0.9,57760.5,59486.0,57737.0,59485.1,61554.3
1058,529001,rr,1.1,5.8,8.4,80853.1,799.9,809.6,301930.2,1060.4,1044.9
1059,529001,fcfs,0.7,67982.4,69375.3,0.7,67982.4,69375.3,67975.7,69374.2,71149.2
1060,530001,rr,1.5,4.8,7.0,114195.2,876.8,898.7,396812.4,1128.8,1134.8
1061,530001,fcfs,1.0,44202.8,45960.3,1.0,44202.8,45960.3,44196.0,45959.5,47635.8
1062,531001,rr,1.1,5.5,7.8,178723.700002,919.8,859.0,640410.7,1185.5,1172.9
1063,531001,fcfs,0.8,42797.3,44051.0,0.8,42797.3,44051.0,42790.6,44050.1,45718.2
1064,532001,rr,1.5,6.5,8.6,72875.6,1242.3,1274.7,279514.1,1631.2,1629.0
1065,532001,fcfs,0.8,58329.8,60025.1,0.8,58329.8,60025.1,58323.5,60024.1,61587.7
1066,533001,rr,0.8,4.3,6.5,104682.6,837.5,787.7,376810.9,1083.3,1080.5
1067,533001,fcfs,0.9,55096.2,56581.2,0.9,55096.2,56581.2,55090.4,56579.6,58187.1
1068,534001,rr,0.9,4.3,6.5,96422.800001,925.2,749.2,357442.5,1211.7,1190.5
1069,534001,fcfs,0.9,64014.9,65990.2,0.9,64014.9,65990.2,64009.2,65989.4,67668.7
1070,535001,rr,0.9,4.3,6.5,86105.2,1052.3,1017.5,320121.1,1324.0,1321.6
1071,535001,fcfs,0.9,64782.1,66230.6,0.9,64782.1,66230.6,64775.5,66229.6,68026.6
1072,536001,rr,1.3,5.6,7.7,171779.000002,1124.3,979.5,640213.5,1475.1,1356.0
1073,536001,fcfs,0.8,65692.4,67486.6,0.8,65692.4,67486.6,65685.5,67485.7,69185.4
1074,537001,rr,1.1,5.2,7.2,152609.100001,831.4,919.9,536657.7,1083.9,1233.6
1075,537001,fcfs,0.9,44853.1,46311.4,0.9,44853.1,46311.4,44845.6,46309.2,48112.3
1076,538001,rr,0.9,4.4,6.6,97885.300001,863.2,828.7,348445.6,1141.9,1150.7
1077,538001,fcfs,0.9,68333.6,69767.6,0.9,68333.6,69767.6,68327.5,69766.2,71899.9
1078,539001,rr,0.8,4.1,6.3,147736.900001,805.5,819.0,561034.5,1125.4,1133.5
1079,539001,fcfs,0.8,50121.0,51509.4,0.8,50121.0,51509.4,50112.9,51507.4,52924.2
1080,540001,rr,0.8,4.1,6.3,85030.400001,800.2,1089.0,328678.3,1126.6,1428.6
1081,540001,fcfs,0.9,71242.5,72554.3,0.9,71242.5,72554.3,71235.2,72553.3,74335.7
1082,541001,rr,0.9,18.6,20.9,116157.700001,748.5,1271.0,442708.3,1118.6,1679.6
1083,541001,fcfs,1.1,67912.4,69950.4,1.1,67912.4,69950.4,67903.0,69949.5,71662.0
1084,542001,rr,0.7,4.0,6.2,185819.500001,824.9,848.7,647825.3,1091.5,1081.5
1085,542001,fcfs,0.9,43360.1,45037.5,0.9,43360.1,45037.5,43356.8,45036.2,46852.4
1086,543001,rr,0.8,4.3,6.5,128173.700001,889.5,976.5,452099.9,1168.6,1265.9
1087,543001,fcfs,1.0,65451.2,67529.3,1.0,65451.2,67529.3,65443.3,67528.1,69185.8
1088,544001,rr,0.8,4.2,6.4,79603.4,881.3,760.5,304829.3,1125.5,1130.8
1089,544001,fcfs,0.7,59868.6,61632.6,0.7,59868.6,61632.6,59861.2,61631.6,63648.6
