,n,scheduler,st_1,st_2,st_3,wt_1,wt_2,wt_3,tat_1,tat_2,tat_3
1892,946001,rr,1.0,5.4,7.7,251468.599998,909.1,930.5,917574.0,1198.5,1202.8
1893,946001,fcfs,1.2,94538.1,95835.1,1.2,94538.1,95835.1,94526.7,95801.7,99086.9
1894,947001,rr,0.9,5.6,7.7,102535.200001,832.8,823.5,390340.8,1078.1,1071.0
1895,947001,fcfs,0.8,141593.1,142784.4,0.8,141593.1,142784.4,141583.9,142783.4,143940.2
1896,948001,rr,0.8,4.3,6.6,249689.699998,1029.3,987.7,934607.7,1331.1,1328.7
1897,948001,fcfs,1.0,124811.4,126434.1,1.0,124811.4,126434.1,124804.9,126433.1,127480.5
1898,949001,rr,0.7,3.9,6.1,208049.100001,911.8,970.2,771324.5,1212.7,1241.0
1899,949001,fcfs,0.8,104503.4,105813.7,0.8,104503.4,105813.7,104496.7,105812.7,106952.5
1900,950001,rr,0.8,4.4,6.6,153154.800001,647.4,1050.8,535118.5,926.1,1471.4
1901,950001,fcfs,0.9,90351.6,92008.3,0.9,90351.6,92008.3,90345.2,92006.5,93546.6
1902,951001,rr,1.1,5.5,7.8,121405.500001,1122.2,1195.1,454869.2,1537.0,1538.3
1903,951001,fcfs,1.0,109587.7,111300.5,1.0,109587.7,111300.5,109580.2,111299.5,113120.7
1904,952001,rr,0.9,5.5,8.0,199316.900002,643.1,714.7,690975.9,924.2,931.2
1905,952001,fcfs,0.8,138289.5,139423.7,0.8,138289.5,139423.7,138282.8,139422.7,140416.1
1906,953001,rr,1.1,5.3,7.5,168619.900002,922.8,988.3,611022.5,1223.9,1224.4
1907,953001,fcfs,0.8,108895.5,110037.1,0.8,108895.5,110037.1,108886.0,110036.2,111276.2
1908,954001,rr,1.1,5.4,7.6,202841.500002,1111.2,1011.2,700055.8,1468.7,1293.2
1909,954001,fcfs,1.0,86018.4,87801.0,1.0,86018.4,87801.0,86012.3,87800.2,89669.9
1910,955001,rr,0.9,4.0,19.1,145384.700001,895.5,946.7,525764.0,1182.6,1344.2
1911,955001,fcfs,0.9,148957.4,150094.5,0.9,148957.4,150094.5,148951.1,150093.6,151387.6
1912,956001,rr,1.0,4.5,6.7,181768.100001,848.0,1063.2,617159.1,1156.5,1459.7
1913,956001,fcfs,1.2,102120.3,103967.5,1.2,102120.3,103967.5,102114.2,103966.6,105283.8
1914,957001,rr,0.8,4.4,6.6,143453.600001,883.2,754.4,516060.6,1161.3,984.9
1915,957001,fcfs,0.9,137138.8,138360.9,0.9,137138.8,138360.9,137130.1,138359.9,139291.3
1916,958001,rr,1.0,5.0,7.1,200260.300001,1339.3,1536.6,692247.2,1751.9,2045.6
1917,958001,fcfs,1.1,83839.0,85587.5,1.1,83839.0,85587.5,83833.3,85586.6,86702.3
1918,959001,rr,0.8,4.3,6.6,119755.200001,880.8,812.3,447321.0,1136.6,1137.2
1919,959001,fcfs,0.8,102526.4,103792.4,0.8,102526.4,103792.4,102517.9,103790.8,105256.4
1920,960001,rr,0.8,4.3,6.5,250399.2,937.5,835.0,915009.7,1241.1,1125.1
1921,960001,fcfs,1.1,103973.6,105037.7,1.1,103973.6,105037.7,103966.7,105036.4,106118.7
1922,961001,rr,1.1,5.5,7.6,162266.300001,748.5,684.7,589984.7,1009.7,1003.7
1923,961001,fcfs,1.1,115515.3,116630.5,1.1,115515.3,116630.5,115509.1,116629.8,117737.3
1924,962001,rr,1.1,5.1,7.3,259087.699997,995.9,976.8,985854.1,1382.5,1259.5
1925,962001,fcfs,0.7,92432.5,94356.6,0.7,92432.5,94356.6,92426.4,94354.4,95981.5
1926,963001,rr,1.1,6.0,8.1,205961.500002,1023.9,948.1,733168.8,1287.6,1298.6
1927,963001,fcfs,0.9,93286.6,94723.9,0.9,93286.6,94723.9,93281.1,94722.8,96168.2
1928,964001,rr,1.2,7.3,9.5,167240.400002,1292.4,1197.8,598613.9,1660.5,1662.5
1929,964001,fcfs,0.8,113858.5,115128.7,0.8,113858.5,115128.7,113851.9,115127.7,116511.1
1930,965001,rr,0.8,4.3,6.6,183395.900001,989.5,1085.5,639015.0,1415.1,1400.0
1931,965001,fcfs,1.0,103713.3,104840.7,1.0,103713.3,104840.7,103706.3,104839.2,105977.3
1932,966001,rr,1.1,5.9,8.3,158067.600002,1024.4,1053.0,564694.3,1435.7,1338.9
1933,966001,fcfs,1.0,116576.3,117986.0,1.0,116576.3,117986.0,116569.0,117984.6,119766.3
1934,967001,rr,0.8,4.0,6.2,154458.200002,896.6,900.4,584883.8,1162.8,1152.4
1935,967001,fcfs,0.9,73541.6,75283.1,0.9,73541.6,75283.1,73534.0,75282.2,77050.4
1936,968001,rr,0.9,4.2,6.5,151980.300001,917.9,883.4,542275.5,1173.6,1179.3
1937,968001,fcfs,1.2,112509.5,113908.9,1.2,112509.5,113908.9,112502.1,113907.8,115305.0
1938,969001,rr,1.1,5.5,7.9,332870.299995,918.2,1013.7,1172966.1,1172.3,1348.1
1939,969001,fcfs,1.2,136809.5,138314.2,1.2,136809.5,138314.2,136803.0,138313.2,139796.8
1940,970001,rr,1.1,5.7,7.7,173649.400001,1220.1,1409.5,612100.2,1581.3,1826.9
1941,970001,fcfs,1.1,114112.3,115524.5,1.1,114112.3,115524.5,114105.8,115523.4,117154.0
1942,971001,rr,1.1,5.3,7.4,224582.2,1466.1,1460.5,831952.1,1892.3,1877.2
1943,971001,fcfs,0.8,121091.3,122250.5,0.8,121091.3,122250.5,121082.9,122249.1,123226.4
1944,972001,rr,1.0,4.5,6.7,153984.400002,755.5,821.6,579984.2,1153.7,1067.9
1945,972001,fcfs,0.9,94633.5,96477.5,0.9,94633.5,96477.5,94620.7,96475.7,97810.8
1946,973001,rr,13.6,17.1,19.3,158918.100001,970.7,984.7,565178.2,1353.3,1360.7
1947,973001,fcfs,0.9,122366.8,123756.4,0.9,122366.8,123756.4,122360.0,123755.2,125062.7
1948,974001,rr,0.9,4.4,6.6,248925.200001,1359.3,1221.0,892904.5,1781.4,1705.6
1949,974001,fcfs,1.3,100774.8,102083.5,1.3,100774.8,102083.5,100768.3,102082.5,103446.3
1950,975001,rr,1.1,5.3,7.4,142929.100001,970.8,1109.8,540812.5,1268.5,1466.3
1951,975001,fcfs,0.9,109909.9,111304.4,0.9,109909.9,111304.4,109902.2,111303.0,113185.6
1952,976001,rr,0.7,4.1,6.3,233428.9,938.8,926.1,835397.5,1247.7,1251.5
1953,976001,fcfs,0.9,107365.6,108746.7,0.9,107365.6,108746.7,107356.9,108745.8,110436.3
1954,977001,rr,0.7,4.1,6.3,273244.899999,662.2,1280.4,995963.0,864.3,1807.8
1955,977001,fcfs,0.8,79322.8,80899.0,0.8,79322.8,80899.0,79318.9,80898.0,81938.3
1956,978001,rr,0.7,4.1,6.4,156280.800002,957.6,962.2,569179.2,1368.0,1276.7
1957,978001,fcfs,0.9,100604.3,102150.1,0.9,100604.3,102150.1,100594.7,102148.1,103734.5
1958,979001,rr,0.9,4.5,6.7,182863.000002,793.8,1010.1,679429.9,1150.5,1318.9
1959,979001,fcfs,0.8,126900.5,128464.9,0.8,126900.5,128464.9,126893.2,128462.5,129760.4
1960,980001,rr,15.6,18.9,21.2,204240.900002,891.7,882.0,716683.9,1177.4,1186.7
1961,980001,fcfs,0.9,123131.3,124272.5,0.9,123131.3,124272.5,123124.1,124271.5,125329.0
1962,981001,rr,1.4,6.0,8.2,133344.100001,789.5,1315.3,475474.0,1111.2,1966.6
1963,981001,fcfs,0.8,90528.2,92126.8,0.8,90528.2,92126.8,90521.7,92125.0,93381.9
1964,982001,rr,1.7,6.9,9.6,281798.699998,1256.8,1288.8,1027414.7,1617.6,1718.8
1965,982001,fcfs,1.0,107691.8,109251.4,1.0,107691.8,109251.4,107684.9,109250.3,110442.5
1966,983001,rr,0.9,4.4,6.6,282511.299998,937.1,819.3,1047489.6,1233.9,1230.2
1967,983001,fcfs,0.9,109042.5,110214.9,0.9,109042.5,110214.9,109034.3,110213.9,111114.9
1968,984001,rr,1.0,5.4,7.7,156830.700001,728.8,776.3,559898.8,970.7,1019.3
1969,984001,fcfs,0.8,118371.7,119867.4,0.8,118371.7,119867.4,118363.6,119840.5,121214.8
1970,985001,rr,0.7,4.1,6.3,219624.4,838.9,856.4,817944.7,1133.2,1138.9
1971,985001,fcfs,0.8,125237.8,127098.8,0.8,125237.8,127098.8,125231.1,127097.8,128739.9
1972,986001,rr,0.8,4.3,6.5,165246.500002,835.7,921.6,600535.3,1239.5,1228.3
1973,986001,fcfs,1.3,163028.0,164240.2,1.3,163028.0,164240.2,163020.9,164239.0,165709.3
1974,987001,rr,1.0,4.8,7.0,359428.999996,820.5,834.3,1281235.4,1097.9,1106.4
1975,987001,fcfs,0.9,142821.1,144101.8,0.9,142821.1,144101.8,142814.1,144100.4,145100.5
1976,988001,rr,0.8,4.1,6.3,147265.000001,1077.5,869.0,553584.9,1398.0,1392.4
1977,988001,fcfs,0.9,160611.0,161761.4,0.9,160611.0,161761.4,160604.1,161760.5,163099.1
1978,989001,rr,1.3,5.3,7.5,223960.500001,2850.3,2780.2,802903.2,3605.4,3561.6
1979,989001,fcfs,0.8,147164.3,148260.0,0.8,147164.3,148260.0,147158.2,148259.0,149346.1
1980,990001,rr,1.0,4.8,6.9,110884.700001,978.9,1148.6,419029.4,1335.1,1674.6
1981,990001,fcfs,1.0,106478.8,107564.5,1.0,106478.8,107564.5,106472.3,107563.3,108465.9
1982,991001,rr,1.1,4.9,8.5,135414.400001,1041.9,911.6,515785.0,1390.7,1166.1
1983,991001,fcfs,0.9,98540.4,100274.7,0.9,98540.4,100274.7,98532.1,100273.0,102234.8
1984,992001,rr,0.8,4.0,6.2,173585.200002,676.3,803.8,610307.2,1114.8,1107.8
1985,992001,fcfs,1.3,112345.6,113740.5,1.3,112345.6,113740.5,112337.4,113739.5,114913.9
1986,993001,rr,1.1,6.0,8.4,206529.100003,917.6,941.0,752716.6,1280.8,1252.7
1987,993001,fcfs,0.7,107386.8,108602.9,0.7,107386.8,108602.9,107377.9,108601.5,110374.4
1988,994001,rr,0.8,4.2,6.5,241253.999999,842.7,819.8,872733.7,1077.4,1070.9
1989,994001,fcfs,1.6,131269.1,132388.9,1.6,131269.1,132388.9,131261.3,132387.8,133305.0
1990,995001,rr,0.8,4.0,7.3,187298.200001,708.4,830.6,670879.2,1115.0,1111.2
1991,995001,fcfs,0.8,106200.4,107734.5,0.8,106200.4,107734.5,106193.6,107733.3,109436.1
1992,996001,rr,0.8,4.2,6.5,340701.699996,916.6,949.9,1239108.3,1209.2,1202.1
1993,996001,fcfs,0.8,105689.3,107066.8,0.8,105689.3,107066.8,105682.5,107065.9,108283.0
1994,997001,rr,1.2,5.4,7.8,184563.000002,1341.3,782.2,689162.4,1817.2,1105.8
1995,997001,fcfs,0.8,102201.7,103336.7,0.8,102201.7,103336.7,102195.0,103335.4,104564.2
1996,998001,rr,0.8,4.0,6.3,201399.500001,724.4,814.1,695897.8,970.7,1166.8
1997,998001,fcfs,0.8,103927.0,105526.2,0.8,103927.0,105526.2,103920.6,105524.3,107389.4
1998,999001,rr,0.8,4.0,6.2,155323.500001,943.9,906.8,564168.2,1204.9,1208.7
1999,999001,fcfs,1.0,93910.9,95699.5,1.0,93910.9,95699.5,93904.2,95698.6,96874.6
